,K,m,cluster mean phase velocity,cluster size,type,$r$\'s temporal std
42,5.399999999999999,0.0,0.0,500.0,main,3.008704396734174e-14
43,5.499999999999998,0.0,0.0,500.0,main,2.320366121466577e-14
44,5.599999999999998,0.0,0.0,500.0,main,1.787459069646502e-14
45,5.699999999999998,0.0,0.0,500.0,main,3.996802888650564e-15
46,5.799999999999997,0.0,0.0,500.0,main,2.775557561562891e-15
47,5.899999999999997,0.0,0.0,500.0,main,3.33066907387547e-14
48,5.999999999999996,0.0,0.0,500.0,main,2.253752739989068e-14
49,6.099999999999996,0.0,0.0,500.0,main,1.398881011027697e-14
50,6.199999999999996,0.0,0.0,500.0,main,2.34257058195908e-14
51,6.299999999999995,0.0,0.0,500.0,main,3.042011087472929e-14
52,6.399999999999995,0.0,0.0,500.0,main,1.054711873393899e-14
53,6.499999999999995,0.0,0.0,500.0,main,1.754152378907747e-14
54,6.599999999999994,0.0,0.0,500.0,main,1.809663530139005e-14
55,6.699999999999994,0.0,0.0,500.0,main,1.088018564132653e-14
56,6.799999999999994,0.0,0.0,500.0,main,1.820765760385257e-14
57,6.899999999999993,0.0,0.0,500.0,main,2.020605904817785e-14
58,6.999999999999993,0.0,0.0,500.0,main,1.521005543736464e-14
59,7.099999999999993,0.0,0.0,500.0,main,5.551115123125783e-16
60,7.199999999999992,0.0,0.0,500.0,main,1.931788062847772e-14
61,7.299999999999992,0.0,0.0,500.0,main,2.076117056049043e-14
62,7.399999999999991,0.0,0.0,500.0,main,1.98729921407903e-14
