,K,m,cluster mean phase velocity,cluster size,type,$r$\'s temporal std
11538,3.7,8.9,-0.6302317353566491,93.0,2nd cluster(-),0.1645013736650267
11539,3.7,8.9,0.8872825717460368,56.0,2nd cluster(+),0.1645013736650267
11540,3.8,8.9,0.1120904525610333,259.0,main,0.1790427277600583
11541,3.8,8.9,-0.7586683831593534,85.0,2nd cluster(-),0.1790427277600583
11542,3.8,8.9,0.9833890898519574,57.0,2nd cluster(+),0.1790427277600583
11543,3.9,8.9,0.08674627404365093,277.0,main,0.1575316204731559
11544,3.9,8.9,-0.8114880469963157,73.0,2nd cluster(-),0.1575316204731559
11545,3.9,8.9,0.9859884573968689,55.0,2nd cluster(+),0.1575316204731559
11546,4.0,8.9,0.1108817197680915,261.0,main,0.1588368184596616
11547,4.0,8.9,-0.6227471730724736,91.0,2nd cluster(-),0.1588368184596616
11548,4.0,8.9,0.8457741066391179,48.0,2nd cluster(+),0.1588368184596616
11549,4.100000000000001,8.9,0.07516451505761584,282.0,main,0.1527789821040657
11550,4.100000000000001,8.9,-0.8397139107591014,69.0,2nd cluster(-),0.1527789821040657
11551,4.100000000000001,8.9,0.986539813002138,55.0,2nd cluster(+),0.1527789821040657
11552,4.2,8.9,0.09366933190333218,274.0,main,0.1681737681794036
11553,4.2,8.9,-0.7973097857919366,77.0,2nd cluster(-),0.1681737681794036
11554,4.2,8.9,0.9847860472977541,56.0,2nd cluster(+),0.1681737681794036
11555,4.3,8.9,0.08221210298911502,281.0,main,0.1607874212253886
11556,4.3,8.9,-0.8355007419658651,74.0,2nd cluster(-),0.1607874212253886
11557,4.3,8.9,0.9991085967315886,56.0,2nd cluster(+),0.1607874212253886
11558,4.4,8.9,-0.6697886469743457,89.0,2nd cluster(-),0.1587979243713306
11559,4.5,8.9,0.08870809089612385,285.0,main,0.1630067362563794
11560,4.5,8.9,-0.8438015885469324,74.0,2nd cluster(-),0.1630067362563794
11561,4.5,8.9,1.019825866550777,57.0,2nd cluster(+),0.1630067362563794
11562,4.600000000000001,8.9,0.08644170244090427,291.0,main,0.1604650695966944
11563,4.600000000000001,8.9,-0.8679414161954234,70.0,2nd cluster(-),0.1604650695966944
11564,4.600000000000001,8.9,1.039227082193572,59.0,2nd cluster(+),0.1604650695966944
11565,4.7,8.9,0.12051670740683,274.0,main,0.190111106857793
11566,4.7,8.9,-0.7907781633805696,86.0,2nd cluster(-),0.190111106857793
11567,4.7,8.9,1.031319468825535,60.0,2nd cluster(+),0.190111106857793
11568,4.800000000000001,8.9,0.1093735184033159,297.0,main,0.1570956500412444
11569,4.800000000000001,8.9,-0.8648536753237092,74.0,2nd cluster(-),0.1570956500412444
11570,4.800000000000001,8.9,1.086366524556075,52.0,2nd cluster(+),0.1570956500412444
11571,4.9,8.9,0.1059724589255897,291.0,main,0.1621093627108346
11572,4.9,8.9,-0.8470171330955293,74.0,2nd cluster(-),0.1621093627108346
11573,4.9,8.9,1.057917316185128,56.0,2nd cluster(+),0.1621093627108346
