K,m,r,rstd,g1,g2,g3,g4,g5,g1_std,g2_std,g3_std,g4_std,g5_std
4.4,2.6,0.8504349912555177,0.012633518639564951,446.0,6.326,5.138,4.559,4.111,0.0,1.2114965951252186,0.5735468594631146,0.5220335238277296,0.3141321378019132
4.5,2.6,0.8574092270534596,0.011647526906485215,449.0,5.965,5.124,4.802,4.359,0.0,0.9283183721116338,0.329581552881836,0.3984921580156903,0.4797072023641113
4.6000000000000005,2.6,0.8603663196955091,0.013079936645740602,450.0,5.836,4.824,4.314,4.0,0.0,1.2194687367866572,0.47225416885401944,0.46411636471901496,0.0
4.7,2.6,0.865213766264388,0.013376713941200746,452.0,5.389,4.407,4.001,3.849,0.0,0.9948261154593823,0.505322669192668,0.23021511679296813,0.35804887934470664
4.800000000000001,2.6,0.8819146422648021,0.010120381801736964,458.0,5.102,4.576,4.157,3.917,0.0,0.4915241601386396,0.49419024676737683,0.3638007696528399,0.2758822212466774
4.9,2.6,0.8869196115927884,0.010611382696985737,460.0,5.421,4.902,4.283,3.939,0.0,0.9009766922623409,0.34116858003045514,0.45045643518546613,0.3021241466682181
5.0,2.6,0.8896194482486743,0.010369093194595547,461.0,5.913,4.58,4.136,3.483,0.0,1.290515788357492,0.6161168720299811,0.3427885645700551,0.551099809471938
5.1000000000000005,2.6,0.8947828137692911,0.007927553658213151,463.0,5.636,4.787,4.145,3.745,0.0,0.4811486256864917,0.43316394125088503,0.4426906369012125,0.43586121644395015
5.2,2.6,0.9033458944830374,0.008660901816438646,466.0,5.436,4.245,3.851,3.105,0.0,1.073267906908618,0.45274164818359597,0.4547515805360097,0.30655342111938766
5.300000000000001,2.6,0.9087538785443554,0.00975078467510536,468.0,5.024,4.809,3.942,3.141,0.0,0.30890775322091846,0.3930890484355923,0.27683207906599233,0.3480215510568265
5.4,2.6,0.9085787659616492,0.008341209618435041,468.0,5.865,4.658,3.826,3.178,0.0,1.7340054786533934,0.47437959483940634,0.5672071931842915,0.38251274488570863
5.5,2.6,0.9139321054133773,0.0078782313633946,470.0,5.921,4.472,3.687,3.213,0.0,1.2707316789944216,0.4992153843783247,0.5357527414768875,0.4094276492861687
5.6000000000000005,2.6,0.9141146417241854,0.008874889284313401,470.0,5.036,4.151,3.856,3.195,0.0,0.32665578213158647,0.358048879344707,0.3510897321198667,0.39620070671315144
5.7,2.6,0.914316238295547,0.007425890195484962,470.0,4.894,4.0,3.988,3.24,0.0,0.30783761953341116,0.0,0.1088852607105305,0.42708313008125504
5.800000000000001,2.6,0.9169574400557263,0.007420036761065402,471.0,5.0,4.0,3.999,3.0,0.0,0.0,0.0,0.031606961258558386,0.0
5.9,2.6,0.9201028119093192,0.009527298010639665,472.0,4.878,4.002,3.984,3.116,0.0,0.32728580781940225,0.04467661580737717,0.12547509713086527,0.320224920954009
6.0,2.6,0.9199897423411496,0.0098957968130202,472.0,5.191,4.393,3.835,3.237,0.0,0.9426128579644947,0.4924946700219194,0.4751578685026671,0.42524228388061475
6.1000000000000005,2.6,0.9195010507047109,0.008930526223662775,472.0,6.841,4.275,3.202,2.87,0.0,1.29526792595199,0.7572152930309789,0.45077266997900406,0.4013726448077894
6.2,2.6,0.9217380957651123,0.010650948672910715,473.0,5.124,4.395,3.179,3.045,0.0,0.5680000000000008,0.4888506929523599,0.4346941453481958,0.20730412441628202
6.300000000000001,2.6,0.9224382601995639,0.007103352660777151,473.0,4.96,3.427,3.073,3.001,0.0,0.19595917942266192,0.5446751325331466,0.26013650262891286,0.03160696125855823
6.4,2.6,0.9272171373031942,0.006838731855684653,475.0,5.322,4.161,3.0,3.0,0.0,0.7350619021551889,0.3675309510775944,0.0,0.0
6.5,2.6,0.9302306055053384,0.0061587337101309345,476.0,5.904,4.925,3.021,3.0,0.0,0.2945912422323476,0.2633913438213148,0.14338409953686976,0.0
6.6000000000000005,2.6,0.93281858439505,0.007995515846003705,477.0,5.0,5.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0
6.7,2.6,0.9353624492091549,0.010289980347993704,478.0,5.0,4.054,3.056,3.002,0.0,0.0,0.22601769842204833,0.22992172581119874,0.04467661580737719
6.800000000000001,2.6,0.9407714521220844,0.005917851078133533,480.0,4.853,3.221,3.006,2.0,0.0,0.35410591635836713,0.4900602003835903,0.07722693830523022,0.0
6.9,2.6,0.9434104308054537,0.00658914389136277,481.0,5.056,4.054,3.09,1.8,0.0,0.37797354404773437,0.2346998082657917,0.2861817604250827,0.6049793384901752
7.0,2.6,0.9464225476294443,0.00540938744755739,482.0,4.937,3.063,3.0,2.0,0.0,0.24296296014001545,0.24296296014001542,0.0,0.0
7.1000000000000005,2.6,0.9464851412457751,0.008312670426314702,482.0,4.941,3.059,3.0,2.0,0.0,0.2356247015913243,0.2356247015913243,0.0,0.0
7.2,2.6,0.9464733452356904,0.00795221759265462,482.0,4.903,3.105,3.0,1.992,0.0,0.2959577672574259,0.31933524703671584,0.0,0.12623787070447626
7.300000000000001,2.6,0.9462428666831441,0.00813477077615555,482.0,4.994,3.006,3.0,2.0,0.0,0.07722693830522973,0.07722693830522975,0.0,0.0
7.4,2.6,0.9494059987052922,0.007045058393040417,483.0,4.994,3.006,2.0,2.0,0.0,0.07722693830523066,0.07722693830523068,0.0,0.0
7.5,2.6,0.9488286171043842,0.0071642581199222646,483.0,5.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0
7.6000000000000005,2.6,0.95165209964571,0.007890110145056577,484.0,4.906,3.094,3.0,0.0,0.0,0.2918287168871511,0.2918287168871511,0.0,0.0
7.7,2.6,0.9517455699260322,0.006215726748401954,484.0,5.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
7.800000000000001,2.6,0.9516594447340003,0.006643438933345833,484.0,5.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
7.9,2.6,0.9569281969233259,0.005128723838868863,486.0,4.987,2.013,2.0,0.0,0.0,0.11327400407860598,0.11327400407860598,0.0,0.0
8.0,2.6,0.9569402928760454,0.005457658499234659,486.0,5.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8.1,2.6,0.9628558717759743,0.007056495760871272,488.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
