K,m,r,rstd,g1,g2,g3,g4,g5,g1_std,g2_std,g3_std,g4_std,g5_std
0.0,0.0,0.04286829465434698,0.020789064777400078,23.0,23.0,21.0,17.0,15.0,0.0,0.0,0.0,0.0,0.0
0.1,0.0,0.037324139015270534,0.02151104928841273,23.0,23.0,21.0,17.0,14.608,0.0,0.0,0.0,0.0,0.5570780914737179
0.2,0.0,0.046455104113202465,0.02369800425941487,25.128,22.072,18.986,16.798,15.612,2.947476208555383,0.9974046320325525,1.796052337767466,1.364256574109135,1.1408137446577316
0.30000000000000004,0.0,0.046641784639640305,0.02510801330233856,24.584,16.376,13.822,12.144,11.514,4.839725612056945,2.974999831932769,1.2370594165196793,1.515012871232454,1.6265927578837935
0.4,0.0,0.05384079821564753,0.023492289008257183,19.668,15.168,12.886,11.078,9.578,3.499396519401594,4.196638654923722,2.8616435836770324,1.6685071171559458,1.14364155223567
0.5,0.0,0.04532740694838088,0.02441765430891908,19.11,14.028,12.57,11.028,10.284,3.7611035614563813,2.3518537369487853,1.368612436009552,1.3547014431231688,1.076728378004403
0.6000000000000001,0.0,0.05540094412575339,0.027369346328355366,19.058,15.364,11.872,10.9,10.368,4.719601254343436,2.928396148064676,1.3265051828017844,1.0798147989354452,0.8744003659651567
0.7000000000000001,0.0,0.05352903905998434,0.026864729377192288,14.652,12.422,11.552,11.062,10.106,0.5821477475692932,0.6131198903966546,0.5960671103156059,0.2411555514600499,0.5820343632467054
0.8,0.0,0.06685713499770461,0.03556123484697518,14.74,13.25,12.178,10.402,9.152,0.7296574538781854,1.0254267404354152,1.3936699752811004,1.8900783052561578,0.6549015193141574
0.9,0.0,0.06627161415577516,0.03789138531940384,17.492,15.194,13.576,12.536,11.88,3.56285503494037,2.6100505742226487,1.3023916461648526,0.7750509660661036,0.844748483277715
1.0,0.0,0.08446589190421554,0.03956877022741676,19.05,18.106,14.502,13.4,12.95,0.9589056262218931,0.3078376195334158,1.2385459216355275,0.501996015920446,0.3840572873934305
1.1,0.0,0.07915297832356552,0.03352135796854199,25.564,19.374,16.038,13.164,11.48,0.4958870839213279,1.8788624217861263,2.4812408186228083,0.6641566080375898,1.2188519188154052
1.2000000000000002,0.0,0.10579487227957252,0.05266756843132373,34.184,29.214,16.948,12.73,12.064,0.3874841932259959,1.0955382238881473,3.4913172299291237,0.5874521257089803,0.27550680572355635
1.3,0.0,0.13132974632500571,0.04103969083877047,72.63,28.984,14.692,13.052,11.684,3.8466998843164437,1.7192277336059893,1.17861613768012,0.8132010821438925,0.9696102309691242
1.4000000000000001,0.0,0.1890012241509764,0.039189710328223215,100.756,34.062,14.396,12.436,11.004,2.391749150726306,2.247255214700812,1.1131864174521706,0.9705173877885966,1.05829296510938
1.5,0.0,0.3676615584780156,0.027616275064333406,229.45,10.07,8.584,7.394,6.898,0.6659579566308947,0.8746999485537882,0.920295604683619,0.6861224380531519,0.4599956521533654
1.6,0.0,0.514199987765877,0.028063215184339203,315.0,7.402,6.684,6.12,5.738,0.0,0.6931060524912516,0.6573766043905115,0.6584831053261704,0.5944375492850394
1.7000000000000002,0.0,0.6096231098431795,0.019479756461878644,366.796,6.69,5.69,5.32,5.098,1.0928787672930544,0.8566796367370928,0.5982474404458402,0.47497368348151875,0.39037930273005184
1.8,0.0,0.6921725317578551,0.018681262593420556,409.508,6.336,5.584,5.082,4.874,0.9219197362026744,0.819209374946356,0.6155842753027417,0.39909397389587253,0.3925862962458062
1.9000000000000001,0.0,0.7411925805288881,0.011584593666874893,432.538,5.418,4.878,4.416,4.168,2.1053636265500533,0.6567160725914964,0.5992628805457556,0.5611987170334594,0.44246581788879463
