level_0,level_1,rs,r_mean,r_std
1,14.5,[0.05397133 0.05397133 0.05568445 ... 0.96330484 0.96332918 0.96306167],0.9671060034071943,0.0048699441231013635
2,1.0,[0.04531138 0.04531138 0.04026989 ... 0.04704451 0.04190531 0.03717722],0.03177749602997183,0.016273617199089183
2,1.5,[0.04531138 0.04531138 0.04028054 ... 0.0307886  0.03396327 0.03679327],0.03553245549377511,0.01759715740396952
2,2.0,[0.04531138 0.04531138 0.04029119 ... 0.07146439 0.08057843 0.08870106],0.05340473018709186,0.02985437790049889
2,2.5,[0.04531138 0.04531138 0.04566117 ... 0.2186216  0.22889175 0.23875373],0.04662029289930865,0.02378075586787689
2,3.0,[0.04531138 0.04531138 0.0403125  ... 0.24466114 0.26837285 0.29313672],0.23902056980316155,0.17436885118101497
2,3.5,[0.04531138 0.04531138 0.04032315 ... 0.14469344 0.14272716 0.14190733],0.3570706577620033,0.19385060273235247
2,4.0,[0.04531138 0.04531138 0.0403338  ... 0.51776534 0.50323773 0.49028337],0.5816526716412986,0.10268400546906649
2,4.5,[0.04531138 0.04531138 0.04034446 ... 0.74922352 0.72834492 0.7051536 ],0.5641053481862035,0.12883330414873592
2,5.0,[0.04531138 0.04531138 0.04035511 ... 0.5034412  0.50018363 0.49825527],0.6026077988926155,0.11262454863899352
2,5.5,[0.04531138 0.04531138 0.04036577 ... 0.75034166 0.74918105 0.74641745],0.6846170860993711,0.039481334823255235
2,6.0,[0.04531138 0.04531138 0.04037643 ... 0.78390545 0.79323466 0.8026667 ],0.7638230873923749,0.0327519997505428
2,6.5,[0.04531138 0.04531138 0.04038708 ... 0.74806122 0.7457114  0.74291901],0.7724844244839537,0.046434330523596634
2,7.0,[0.04531138 0.04531138 0.04039774 ... 0.79901635 0.80341941 0.80832013],0.8022256584966218,0.01590756976257901
2,7.5,[0.04531138 0.04531138 0.0404084  ... 0.83570441 0.83287972 0.83017187],0.8215701830454156,0.01757375398500491
2,8.0,[0.04531138 0.04531138 0.04041906 ... 0.82400246 0.82711739 0.82967527],0.8236672065670642,0.024080341333529952
2,8.5,[0.04531138 0.04531138 0.04042972 ... 0.84231593 0.84239656 0.84346704],0.8572581327762931,0.012950253086759898
2,9.0,[0.04531138 0.04531138 0.04044039 ... 0.85898989 0.86311498 0.86726167],0.8744308323081259,0.021720966202865014
2,9.5,[0.04531138 0.04531138 0.04045105 ... 0.90506686 0.8941299  0.88391585],0.8845045919469536,0.031979813405662666
2,10.0,[0.04531138 0.04531138 0.04046172 ... 0.89897798 0.88784676 0.87726108],0.8854651632591306,0.03173338695495111
2,10.5,[0.04531138 0.04531138 0.04047238 ... 0.92652523 0.92367664 0.92014017],0.9026169238738061,0.015776986206838053
2,11.0,[0.04531138 0.04531138 0.04048305 ... 0.90485958 0.91343738 0.92236627],0.887768214274741,0.029966543266918326
2,11.5,[0.04531138 0.04531138 0.04049371 ... 0.90998092 0.91429104 0.91916919],0.9135079928319135,0.017114562844240722
2,12.0,[0.04531138 0.04531138 0.04050438 ... 0.90318278 0.90885075 0.91544166],0.9128784000984705,0.017669645023182034
2,12.5,[0.04531138 0.04531138 0.04051505 ... 0.93044968 0.93553958 0.94011172],0.9258698390085606,0.012055698949746755
2,13.0,[0.04531138 0.04531138 0.04052572 ... 0.95417004 0.95451798 0.95452976],0.9478393749197471,0.008312098214955854
2,13.5,[0.04531138 0.04531138 0.04053639 ... 0.95003221 0.94883952 0.94737548],0.9503658944468604,0.008578813579572884
2,14.0,[0.04531138 0.04531138 0.04054706 ... 0.95510572 0.95485147 0.95410222],0.9499748254057667,0.009153856158546133
2,14.5,[0.04531138 0.04531138 0.04055774 ... 0.96623918 0.96830681 0.96955949],0.9574839963812596,0.009500688335287989
3,1.0,[0.04146344 0.04146344 0.03833983 ... 0.02820673 0.02773393 0.02762743],0.04666594483830921,0.023940255095390873
3,1.5,[0.04146344 0.04146344 0.03834961 ... 0.0797262  0.07920215 0.0784345 ],0.04460856150341394,0.02929969600209431
3,2.0,[0.04146344 0.04146344 0.03835939 ... 0.02210192 0.02104407 0.01930497],0.056019487362035235,0.027272214971708578
3,2.5,[0.04146344 0.04146344 0.04316722 ... 0.17834712 0.17515876 0.1727112 ],0.23827109234022767,0.050005954159286575
3,3.0,[0.04146344 0.04146344 0.03837895 ... 0.41056467 0.4244901  0.43880803],0.41236704770472327,0.04464258426841427
3,3.5,[0.04146344 0.04146344 0.03838873 ... 0.52324888 0.52606306 0.52851976],0.5214907626166848,0.049786745283862725
3,4.0,[0.04146344 0.04146344 0.03839852 ... 0.42320058 0.42561326 0.42828645],0.5401487205187554,0.11565115584706784
3,4.5,[0.04146344 0.04146344 0.0384083  ... 0.47416206 0.47618642 0.4797964 ],0.5631269094577624,0.12083362356984349
3,5.0,[0.04146344 0.04146344 0.03841809 ... 0.79646292 0.80179327 0.80375713],0.6370951666606425,0.0917161739538939
3,5.5,[0.04146344 0.04146344 0.03842787 ... 0.62106041 0.62707258 0.63440352],0.660307838775462,0.07623221074782356
3,6.0,[0.04146344 0.04146344 0.03843766 ... 0.752291   0.75613475 0.76000794],0.7434118754987619,0.01921328862339061
3,6.5,[0.04146344 0.04146344 0.03844745 ... 0.7640297  0.76412057 0.76424519],0.7839406729404969,0.02064950052146668
3,7.0,[0.04146344 0.04146344 0.03845723 ... 0.77310899 0.77363462 0.7744722 ],0.7984010363573345,0.029137720309463908
3,7.5,[0.04146344 0.04146344 0.03846702 ... 0.77775427 0.77442161 0.77247756],0.8449498731394001,0.05177161844040569
3,8.0,[0.04146344 0.04146344 0.03847681 ... 0.81197345 0.80925931 0.80692381],0.8610355774829888,0.05029808633675269
3,8.5,[0.04146344 0.04146344 0.0384866  ... 0.79803675 0.79889517 0.80084128],0.8561738900510706,0.05158854185752092
3,9.0,[0.04146344 0.04146344 0.03849639 ... 0.81543825 0.82345201 0.83216665],0.8508135863099927,0.054470127788829
3,9.5,[0.04146344 0.04146344 0.03850619 ... 0.9398436  0.93273837 0.92189655],0.844626299175502,0.05738200604319938
3,10.0,[0.04146344 0.04146344 0.03851598 ... 0.779752   0.78026131 0.78092882],0.8306839635554404,0.058707769039919096
3,10.5,[0.04146344 0.04146344 0.03852577 ... 0.80502769 0.80375076 0.80311534],0.8473932727045337,0.05110235547759573
3,11.0,[0.04146344 0.04146344 0.03853557 ... 0.89360558 0.90723435 0.92049799],0.8710837713207489,0.03992783851028811
3,11.5,[0.04146344 0.04146344 0.03854536 ... 0.91019198 0.91118162 0.9127262 ],0.9284592082965455,0.014220226497425057
3,12.0,[0.04146344 0.04146344 0.03855516 ... 0.95683583 0.95587384 0.95471546],0.9445780236978303,0.009363319110139715
3,12.5,[0.04146344 0.04146344 0.03856496 ... 0.94316794 0.94083685 0.93917841],0.9469121207719606,0.0085805094182641
3,13.0,[0.04146344 0.04146344 0.03857476 ... 0.94040724 0.94071805 0.94197853],0.9576414617759884,0.008114226001381801
3,13.5,[0.04146344 0.04146344 0.03858455 ... 0.96256948 0.96091263 0.95936305],0.9575720595214174,0.006545891383791056
3,14.0,[0.04146344 0.04146344 0.03859435 ... 0.95596916 0.95439306 0.95304541],0.9601371327472829,0.007087427127474982
3,14.5,[0.04146344 0.04146344 0.03860415 ... 0.96807204 0.96970746 0.97070223],0.9598972172187894,0.006902038986724584
4,1.0,[0.04309367 0.04309367 0.04363055 ... 0.06767173 0.06543473 0.06243634],0.04143467025125796,0.01805453269967245
4,1.5,[0.04309367 0.04309367 0.04364174 ... 0.04677039 0.0407572  0.03492448],0.046282407615113666,0.02969735079709961
4,2.0,[0.04309367 0.04309367 0.04365294 ... 0.05791663 0.05951759 0.06030705],0.04864877303746481,0.03127837256989328
4,2.5,[0.04309367 0.04309367 0.04408046 ... 0.38065813 0.37660644 0.37270968],0.061119350112371594,0.030412087189320633
4,3.0,[0.04309367 0.04309367 0.04367533 ... 0.46732356 0.46735499 0.46694406],0.476965249625011,0.03701285437892135
4,3.5,[0.04309367 0.04309367 0.04368653 ... 0.4970516  0.50767361 0.51892874],0.5720253092581181,0.09676558719451044
4,4.0,[0.04309367 0.04309367 0.04369773 ... 0.4872289  0.48193601 0.4769571 ],0.5747076797417562,0.10265606560633243
4,4.5,[0.04309367 0.04309367 0.04370893 ... 0.41641517 0.42182211 0.42830096],0.5714905644761339,0.12460397902707514
4,5.0,[0.04309367 0.04309367 0.04372013 ... 0.58720494 0.58475683 0.58331852],0.6574682555410101,0.0716321945759218
4,5.5,[0.04309367 0.04309367 0.04373134 ... 0.7923858  0.78520288 0.77704446],0.7508425846275745,0.018907838062674855
4,6.0,[0.04309367 0.04309367 0.04374254 ... 0.74508499 0.74432203 0.74440407],0.7776147233746764,0.0250229644878435
4,6.5,[0.04309367 0.04309367 0.04375375 ... 0.85847112 0.86268509 0.865312  ],0.8112101420644572,0.02983719388862506
4,7.0,[0.04309367 0.04309367 0.04376495 ... 0.88568853 0.89328358 0.89885971],0.819393431684404,0.0393919849934946
4,7.5,[0.04309367 0.04309367 0.04377616 ... 0.81089155 0.81055641 0.80965395],0.8318580614598491,0.035009489094708836
4,8.0,[0.04309367 0.04309367 0.04378737 ... 0.85122976 0.85299068 0.85460193],0.8660592862116839,0.016194810691079625
4,8.5,[0.04309367 0.04309367 0.04379857 ... 0.90657807 0.90394685 0.90088836],0.8856342230387034,0.01692289844865465
4,9.0,[0.04309367 0.04309367 0.04380978 ... 0.9062219  0.89931027 0.89274825],0.8959579695125506,0.016725283707580915
4,9.5,[0.04309367 0.04309367 0.04382099 ... 0.92868105 0.93357107 0.93809146],0.9048469474629272,0.023653428431579304
4,10.0,[0.04309367 0.04309367 0.04383221 ... 0.89358962 0.89008542 0.88746259],0.9069612663788074,0.023972993033507452
4,10.5,[0.04309367 0.04309367 0.04384342 ... 0.87139451 0.87484515 0.87926038],0.9060248008607149,0.024301705365388913
4,11.0,[0.04309367 0.04309367 0.04385463 ... 0.93550182 0.939975   0.94339743],0.905049561191466,0.024019326817418765
4,11.5,[0.04309367 0.04309367 0.04386585 ... 0.91246584 0.9118866  0.911675  ],0.9225279866780758,0.009496038870858411
4,12.0,[0.04309367 0.04309367 0.04387706 ... 0.93639731 0.9375681  0.93902665],0.9411094554606679,0.006843113618387826
4,12.5,[0.04309367 0.04309367 0.04388828 ... 0.94120779 0.94061989 0.94061872],0.9431874405363825,0.0075619986079503
4,13.0,[0.04309367 0.04309367 0.04389949 ... 0.97634724 0.97679021 0.97604438],0.9568447356747991,0.008169750412778681
4,13.5,[0.04309367 0.04309367 0.04391071 ... 0.95206594 0.95137723 0.95060666],0.9563089783273697,0.00849970562445484
4,14.0,[0.04309367 0.04309367 0.04392193 ... 0.95247353 0.95233911 0.95198503],0.9584636047776214,0.007280523902402137
4,14.5,[0.04309367 0.04309367 0.04393315 ... 0.97821938 0.97981022 0.98064501],0.9695106724463639,0.004228744347313588
5,1.0,[0.01564523 0.01564523 0.01387584 ... 0.08053724 0.07747716 0.07310623],0.04580023287397853,0.019058160578135103
5,1.5,[0.01564523 0.01564523 0.01387972 ... 0.09146428 0.09282918 0.09311436],0.04753489150340755,0.030495688261051937
5,2.0,[0.01564523 0.01564523 0.01388359 ... 0.06597006 0.06936215 0.07177066],0.051624018107542816,0.028999985448708503
5,2.5,[0.01564523 0.01564523 0.01776963 ... 0.33510258 0.33582977 0.3365904 ],0.3113818604323726,0.032099235197029445
5,3.0,[0.01564523 0.01564523 0.01389135 ... 0.41179066 0.41001615 0.4090588 ],0.3985361571283427,0.022324207252626575
5,3.5,[0.01564523 0.01564523 0.01389523 ... 0.63818137 0.61261869 0.58503192],0.4192783954547491,0.1860316440550743
5,4.0,[0.01564523 0.01564523 0.01389911 ... 0.6287476  0.6318898  0.63428775],0.5970105029906024,0.035678464124130456
5,4.5,[0.01564523 0.01564523 0.01390299 ... 0.60895651 0.59568818 0.583921  ],0.6624411292708514,0.09940228258232015
5,5.0,[0.01564523 0.01564523 0.01390686 ... 0.62801226 0.61515513 0.60433047],0.6694211248875481,0.09816195106384105
5,5.5,[0.01564523 0.01564523 0.01391074 ... 0.59224823 0.59041741 0.58825835],0.6690815719144455,0.1008468665252425
5,6.0,[0.01564523 0.01564523 0.01391462 ... 0.7719727  0.78186275 0.79203297],0.7749969436246651,0.03768617692726611
5,6.5,[0.01564523 0.01564523 0.0139185  ... 0.84637843 0.85563327 0.86252031],0.7812032226159936,0.039423371365496486
5,7.0,[0.01564523 0.01564523 0.01392239 ... 0.85143846 0.85118412 0.8492762 ],0.8198667739133161,0.02085617235398557
5,7.5,[0.01564523 0.01564523 0.01392627 ... 0.86280159 0.85829611 0.85392683],0.8588741227767357,0.012730215393175601
5,8.0,[0.01564523 0.01564523 0.01393015 ... 0.85730093 0.85879084 0.86054114],0.8679999764071225,0.011779432726587111
5,8.5,[0.01564523 0.01564523 0.01393403 ... 0.87861299 0.87602496 0.87243996],0.8750019624748021,0.015322531906786374
5,9.0,[0.01564523 0.01564523 0.01393791 ... 0.8592273  0.86094716 0.86290596],0.88883514772182,0.02277066210995774
5,9.5,[0.01564523 0.01564523 0.01394179 ... 0.90957031 0.90660724 0.90396309],0.909522514701022,0.014666271219956005
5,10.0,[0.01564523 0.01564523 0.01394568 ... 0.92432136 0.92159437 0.9188244 ],0.911277088151327,0.014895293369109575
5,10.5,[0.01564523 0.01564523 0.01394956 ... 0.93208422 0.92734891 0.92287449],0.9274596551992876,0.008680206497130005
5,11.0,[0.01564523 0.01564523 0.01395344 ... 0.94195963 0.93869556 0.93537223],0.9380804555530752,0.008913191746596159
5,11.5,[0.01564523 0.01564523 0.01395733 ... 0.92169428 0.92121084 0.9208886 ],0.9374863836901367,0.00867711845632938
5,12.0,[0.01564523 0.01564523 0.01396121 ... 0.95254184 0.95501849 0.95664231],0.9395200787718716,0.009240120945740147
5,12.5,[0.01564523 0.01564523 0.0139651  ... 0.94034588 0.93872767 0.93681051],0.9392621262595796,0.009464716560571615
5,13.0,[0.01564523 0.01564523 0.01396898 ... 0.93657403 0.93632987 0.9364291 ],0.9410263590381092,0.009342587341475273
5,13.5,[0.01564523 0.01564523 0.01397287 ... 0.9549371  0.95320775 0.95154821],0.9516172586934087,0.007259063973172977
5,14.0,[0.01564523 0.01564523 0.01397675 ... 0.96061346 0.96323644 0.96594207],0.9568405568106483,0.006520849977495229
5,14.5,[0.01564523 0.01564523 0.01398064 ... 0.96981058 0.96860175 0.9665996 ],0.9594341037069627,0.006784413218127845
6,1.0,[0.04512244 0.04512244 0.04238699 ... 0.00949995 0.00807301 0.00739694],0.04817944955661144,0.02296136781875996
6,1.5,[0.04512244 0.04512244 0.04239816 ... 0.04702296 0.04944875 0.05220095],0.047443892418333036,0.024080622144323546
6,2.0,[0.04512244 0.04512244 0.04240934 ... 0.009626   0.0182381  0.02661529],0.042711773183292466,0.019135921597146752
6,2.5,[0.04512244 0.04512244 0.04795059 ... 0.04183948 0.04554543 0.04980689],0.04902361021649455,0.02689827068237209
6,3.0,[0.04512244 0.04512244 0.04243168 ... 0.32687099 0.31778426 0.30925306],0.4342822655017693,0.15794586004468084
6,3.5,[0.04512244 0.04512244 0.04244286 ... 0.56460096 0.59486494 0.62497408],0.47155720767450654,0.15050537027580094
6,4.0,[0.04512244 0.04512244 0.04245403 ... 0.56766816 0.54234407 0.51743695],0.4900070174782448,0.13882328424214554
6,4.5,[0.04512244 0.04512244 0.04246521 ... 0.57935257 0.58297752 0.58779262],0.6343926500203775,0.06582479935217504
6,5.0,[0.04512244 0.04512244 0.04247638 ... 0.74125128 0.74035456 0.73961328],0.7273192662044053,0.029870778372921288
6,5.5,[0.04512244 0.04512244 0.04248756 ... 0.75046913 0.74977907 0.74886087],0.771962583731635,0.034882779596168756
6,6.0,[0.04512244 0.04512244 0.04249874 ... 0.75972441 0.76848672 0.77838434],0.7759824626495189,0.05412069582317553
6,6.5,[0.04512244 0.04512244 0.04250992 ... 0.76312389 0.76486646 0.76669213],0.8042021163457741,0.039905867886706164
6,7.0,[0.04512244 0.04512244 0.0425211  ... 0.79937512 0.78597105 0.77427469],0.8059467067249907,0.04304457755563776
6,7.5,[0.04512244 0.04512244 0.04253229 ... 0.76476048 0.76136069 0.75815163],0.8066374416893377,0.0349359876939164
6,8.0,[0.04512244 0.04512244 0.04254347 ... 0.83753817 0.83575399 0.83517808],0.8624541886890568,0.010638010165256714
6,8.5,[0.04512244 0.04512244 0.04255465 ... 0.84694672 0.84399419 0.84217017],0.8741939774406781,0.020603798087539853
6,9.0,[0.04512244 0.04512244 0.04256584 ... 0.87096305 0.87068619 0.87071086],0.8722302445201731,0.02106271625348799
6,9.5,[0.04512244 0.04512244 0.04257702 ... 0.88083342 0.88204324 0.88318464],0.8904516111927042,0.014577664503385846
6,10.0,[0.04512244 0.04512244 0.04258821 ... 0.9415055  0.94358311 0.94416322],0.9166285459668948,0.012122555268371221
6,10.5,[0.04512244 0.04512244 0.0425994  ... 0.93622585 0.93895694 0.94131381],0.9266632225419981,0.010423017931272358
6,11.0,[0.04512244 0.04512244 0.04261059 ... 0.94425067 0.94591303 0.94682202],0.9338327907260209,0.008515512808531354
6,11.5,[0.04512244 0.04512244 0.04262178 ... 0.94071673 0.9379286  0.93520478],0.941922249550862,0.007910703838860398
6,12.0,[0.04512244 0.04512244 0.04263297 ... 0.94038261 0.94091206 0.94216205],0.9470715548200621,0.007136314890449056
6,12.5,[0.04512244 0.04512244 0.04264416 ... 0.95038463 0.95222604 0.95429977],0.9492158730056662,0.007207724931752654
6,13.0,[0.04512244 0.04512244 0.04265535 ... 0.95131081 0.9526651  0.95467516],0.9572770457787655,0.006514059534670326
6,13.5,[0.04512244 0.04512244 0.04266655 ... 0.9606189  0.95782206 0.95519196],0.9599284813557216,0.006808250681441751
6,14.0,[0.04512244 0.04512244 0.04267774 ... 0.95422301 0.95225699 0.95088937],0.9593382203906482,0.006951059282641742
6,14.5,[0.04512244 0.04512244 0.04268894 ... 0.95978935 0.96058616 0.9619025 ],0.9704962409631326,0.005483420504711481
7,1.0,[0.01983233 0.01983233 0.02015666 ... 0.03484274 0.03878699 0.043209  ],0.03832762023131771,0.0163229077537871
7,1.5,[0.01983233 0.01983233 0.02016175 ... 0.02665221 0.02973412 0.03298117],0.04339877408038654,0.02091704827895492
7,2.0,[0.01983233 0.01983233 0.02016685 ... 0.02701139 0.02506736 0.02240244],0.044060220233817456,0.01890345588414358
7,2.5,[0.01983233 0.01983233 0.02000704 ... 0.33212357 0.33281166 0.33388904],0.04298030199532444,0.02086543289640968
7,3.0,[0.01983233 0.01983233 0.02017704 ... 0.41825696 0.42327356 0.42817852],0.4616348648202197,0.03237454104064774
7,3.5,[0.01983233 0.01983233 0.02018213 ... 0.51141951 0.51782626 0.52486411],0.5387750264230067,0.026439288279620683
7,4.0,[0.01983233 0.01983233 0.02018723 ... 0.70331314 0.70604292 0.70694601],0.6106015788710427,0.06781897131346652
7,4.5,[0.01983233 0.01983233 0.02019233 ... 0.66470236 0.66108378 0.65735805],0.6578579609723632,0.03103113675570125
7,5.0,[0.01983233 0.01983233 0.02019743 ... 0.7074696  0.69919493 0.69196529],0.7297917775416833,0.04815058587374802
7,5.5,[0.01983233 0.01983233 0.02020252 ... 0.68352995 0.69146545 0.69999633],0.7288094056761317,0.0691949505092977
7,6.0,[0.01983233 0.01983233 0.02020762 ... 0.72975714 0.73809535 0.7483245 ],0.7578932235359166,0.05543410128249012
7,6.5,[0.01983233 0.01983233 0.02021272 ... 0.83560625 0.82330318 0.81007227],0.762196930038524,0.057450523474776506
7,7.0,[0.01983233 0.01983233 0.02021782 ... 0.66706456 0.66986346 0.67457798],0.7656068512092709,0.08161736385194451
7,7.5,[0.01983233 0.01983233 0.02022292 ... 0.88564358 0.89030904 0.89388615],0.8536768374896865,0.028588869427107727
7,8.0,[0.01983233 0.01983233 0.02022802 ... 0.92261113 0.91203222 0.90039709],0.8748087972219968,0.03316677700573532
7,8.5,[0.01983233 0.01983233 0.02023312 ... 0.93084641 0.93485063 0.93663072],0.8755982589025029,0.03449276642385843
7,9.0,[0.01983233 0.01983233 0.02023822 ... 0.84705803 0.84618974 0.8455512 ],0.8768186669287502,0.03193352930007879
7,9.5,[0.01983233 0.01983233 0.02024332 ... 0.84614959 0.84299549 0.84082422],0.8734113089787201,0.035978723183853936
7,10.0,[0.01983233 0.01983233 0.02024842 ... 0.90958855 0.91480594 0.91974631],0.8909197194388881,0.021360704571158105
7,10.5,[0.01983233 0.01983233 0.02025353 ... 0.92941388 0.93001839 0.93042937],0.9264472183250714,0.0076572233255072
7,11.0,[0.01983233 0.01983233 0.02025863 ... 0.94300288 0.94090214 0.9383175 ],0.9339700547958931,0.007853259186262809
