level_0,level_1,rs,r_mean,r_std
0,1.0,[0.03193045 0.03193045 0.033056   ... 0.02747447 0.02456904 0.0217403 ],0.03391503429440674,0.0202457650190354
0,1.5,[0.03193045 0.03193045 0.03306101 ... 0.03581981 0.03270776 0.02933306],0.044995604204921005,0.025178925582354645
0,2.0,[0.03193045 0.03193045 0.03306602 ... 0.02561647 0.02466177 0.02421149],0.044916745212042315,0.02081633994601621
0,2.5,[0.03193045 0.03193045 0.03307102 ... 0.16365871 0.15168183 0.14054904],0.17005523109273188,0.07935605075155164
0,3.0,[0.03193045 0.03193045 0.03307603 ... 0.51990541 0.50977371 0.4989119 ],0.34720731926640913,0.1405888707623373
0,3.5,[0.03193045 0.03193045 0.03308104 ... 0.22617414 0.23778063 0.25195155],0.4354561771836418,0.18264987916874906
0,4.0,[0.03193045 0.03193045 0.03308605 ... 0.17668515 0.19830824 0.22135832],0.3320906819012233,0.18351120287361852
0,4.5,[0.03193045 0.03193045 0.03309106 ... 0.45887312 0.43901623 0.41901542],0.3652769723667482,0.16407003472803305
0,5.0,[0.03193045 0.03193045 0.03309607 ... 0.28587652 0.29897311 0.31282018],0.3872789442368426,0.15504792911557252
0,5.5,[0.03193045 0.03193045 0.03310108 ... 0.76930338 0.75622902 0.7403344 ],0.6043183907692776,0.1164794242109657
0,6.0,[0.03193045 0.03193045 0.03310609 ... 0.56956264 0.56224972 0.5553147 ],0.6495069421099527,0.09325085752703274
0,6.5,[0.03193045 0.03193045 0.0331111  ... 0.51966388 0.52401024 0.5293884 ],0.6366676725060851,0.10492458804925675
0,7.0,[0.03193045 0.03193045 0.03311611 ... 0.76112329 0.77427656 0.78461817],0.6463326505215068,0.09009519738740365
0,7.5,[0.03193045 0.03193045 0.03312112 ... 0.72880441 0.7501026  0.77115138],0.6678999252011968,0.09784211105886859
0,8.0,[0.03193045 0.03193045 0.03312613 ... 0.75226386 0.76475364 0.77873387],0.7729056286526949,0.06558851966118444
0,8.5,[0.03193045 0.03193045 0.03313115 ... 0.74899274 0.73584655 0.7246394 ],0.7670625067845755,0.07043472985372343
0,9.0,[0.03193045 0.03193045 0.03313616 ... 0.86523346 0.85904985 0.85136219],0.7849623805524713,0.058940417243080245
0,9.5,[0.03193045 0.03193045 0.03314117 ... 0.82836091 0.83960348 0.84952811],0.7887714514948427,0.05248291427256334
