level_0,level_1,rs,r_mean,r_std
0,1.0,[0.03193045 0.03193045 0.03305742 ... 0.02381055 0.02045694 0.01728022],0.03340630178874847,0.02133968164345329
0,1.5,[0.03193045 0.03193045 0.03306314 ... 0.06030616 0.05497692 0.04903115],0.03884374449081578,0.02140255234015803
0,2.0,[0.03193045 0.03193045 0.03306886 ... 0.03429658 0.03372037 0.03350969],0.041557419450837685,0.027121909053683512
0,2.5,[0.03193045 0.03193045 0.03307459 ... 0.15474489 0.15779934 0.16060797],0.1619745644707314,0.06991879262108822
0,3.0,[0.03193045 0.03193045 0.03308031 ... 0.52264038 0.52138295 0.51939484],0.36410446621137066,0.10264063569738247
0,3.5,[0.03193045 0.03193045 0.03308603 ... 0.71454551 0.71386671 0.70973257],0.44247382589491985,0.17743552640662194
0,4.0,[0.03193045 0.03193045 0.03309175 ... 0.73353206 0.71773284 0.69860824],0.46259584712348295,0.18827008467302775
0,4.5,[0.03193045 0.03193045 0.03309747 ... 0.6543197  0.6536368  0.65001784],0.3821459512428349,0.17540680371760736
0,5.0,[0.03193045 0.03193045 0.03310319 ... 0.33607433 0.33841547 0.34022128],0.5040322663541968,0.1807384036841204
0,5.5,[0.03193045 0.03193045 0.03310892 ... 0.38749443 0.3857823  0.38537586],0.5550914904704737,0.14568438615738002
0,6.0,[0.03193045 0.03193045 0.03311464 ... 0.53260889 0.53529584 0.53736082],0.6270780724667112,0.10772274534284892
0,6.5,[0.03193045 0.03193045 0.03312036 ... 0.77642808 0.78607271 0.79344075],0.6871311604217818,0.06842993687645381
0,7.0,[0.03193045 0.03193045 0.03312609 ... 0.73963766 0.73722911 0.73407839],0.7289513199209929,0.029333349048311433
0,7.5,[0.03193045 0.03193045 0.03313181 ... 0.73770923 0.74868667 0.76039083],0.762402108186506,0.06658222450808358
0,8.0,[0.03193045 0.03193045 0.03313754 ... 0.69955132 0.69917173 0.69982053],0.7736828453825703,0.06432019274016634
0,8.5,[0.03193045 0.03193045 0.03314326 ... 0.73813468 0.73714725 0.73782717],0.8035695341871191,0.05175868274142122
0,9.0,[0.03193045 0.03193045 0.03314898 ... 0.75415666 0.76285915 0.77186836],0.8041915537669594,0.052112945889688025
0,9.5,[0.03193045 0.03193045 0.03315471 ... 0.73122734 0.72806787 0.72627054],0.7931824712167268,0.05809488904464375
0,10.0,[0.03193045 0.03193045 0.03316044 ... 0.80193218 0.80874235 0.81748888],0.843027892460796,0.03346152502956371
0,10.5,[0.03193045 0.03193045 0.03316616 ... 0.90851614 0.9173313  0.9234237 ],0.8448554196663288,0.03366210142869421
