level_0,level_1,rs,r_mean,r_std
3,14.5,[0.04146344 0.04146344 0.03978058 ... 0.99749061 0.99749061 0.99749061],0.9974906082105653,9.754811463697519e-17
4,1.0,[0.04309367 0.04309367 0.04372277 ... 0.04284549 0.04808167 0.05399873],0.053887214001308296,0.02507216478066788
4,1.5,[0.04309367 0.04309367 0.04378012 ... 0.07867176 0.07911903 0.0790244 ],0.06519938624594875,0.031260993062324056
4,2.0,[0.04309367 0.04309367 0.04383749 ... 0.53216296 0.53203324 0.5313112 ],0.4975234179937586,0.02738894309007733
4,2.5,[0.04309367 0.04309367 0.04389489 ... 0.81449558 0.81508859 0.81570552],0.8137779489287293,0.010853149988976681
4,3.0,[0.04309367 0.04309367 0.04395232 ... 0.87822627 0.8789168  0.8798127 ],0.8828071046518317,0.007727401765740895
4,3.5,[0.04309367 0.04309367 0.04400977 ... 0.93596635 0.93531707 0.9347946 ],0.9312858986843433,0.004991471347546627
4,4.0,[0.04309367 0.04309367 0.04406725 ... 0.94972585 0.95035293 0.95082387],0.9503236502830744,0.003376297407438579
4,4.5,[0.04309367 0.04309367 0.04412476 ... 0.96747298 0.96767611 0.96770612],0.9672915966013848,0.002257797180812082
4,5.0,[0.04309367 0.04309367 0.04418229 ... 0.97993709 0.97993709 0.97993709],0.9799370895440409,1.9427316833306595e-16
4,5.5,[0.04309367 0.04309367 0.04423985 ... 0.98363936 0.98363936 0.98363936],0.9836393567598853,1.3972940780029106e-16
4,6.0,[0.04309367 0.04309367 0.04429744 ... 0.98638706 0.98638706 0.98638706],0.9863870640634875,1.601956033197261e-16
4,6.5,[0.04309367 0.04309367 0.04435505 ... 0.98848711 0.98848711 0.98848711],0.9884871050477564,1.5818243213922008e-16
4,7.0,[0.04309367 0.04309367 0.0444127  ... 0.99013062 0.99013062 0.99013062],0.9901306223036652,7.707858776888524e-17
4,7.5,[0.04309367 0.04309367 0.04447036 ... 0.99144233 0.99144233 0.99144233],0.9914423296599136,9.407461549455424e-17
4,8.0,[0.04309367 0.04309367 0.04452806 ... 0.99250669 0.99250669 0.99250669],0.9925066860367813,2.1738835894177095e-16
4,8.5,[0.04309367 0.04309367 0.04458578 ... 0.99338267 0.99338267 0.99338267],0.9933826725385579,2.368186647638997e-16
4,9.0,[0.04309367 0.04309367 0.04464352 ... 0.99411256 0.99411256 0.99411256],0.994112557469748,7.834745636426877e-17
4,9.5,[0.04309367 0.04309367 0.0447013  ... 0.99472731 0.99472731 0.99472731],0.9947273106806661,7.803217357074378e-17
4,10.0,[0.04309367 0.04309367 0.0447591  ... 0.99525006 0.99525006 0.99525006],0.9952500642923405,1.1537776118301385e-16
4,10.5,[0.04309367 0.04309367 0.04481693 ... 0.99569839 0.99569839 0.99569839],0.9956983903090129,2.7910574051884875e-16
4,11.0,[0.04309367 0.04309367 0.04487478 ... 0.99608584 0.99608584 0.99608584],0.9960858380937919,1.6579165288486219e-16
4,11.5,[0.04309367 0.04309367 0.04493266 ... 0.996423   0.996423   0.996423  ],0.9964229955928287,2.7976739077293704e-16
4,12.0,[0.04309367 0.04309367 0.04499057 ... 0.99671824 0.99671824 0.99671824],0.9967182364317858,1.0923150274288001e-16
4,12.5,[0.04309367 0.04309367 0.0450485  ... 0.99697826 0.99697826 0.99697826],0.9969782552237948,1.1717981964273216e-16
4,13.0,[0.04309367 0.04309367 0.04510647 ... 0.99720846 0.99720846 0.99720846],0.9972084572601817,1.3964116692770757e-16
4,13.5,[0.04309367 0.04309367 0.04516445 ... 0.99741325 0.99741325 0.99741325],0.997413246298274,2.469591236113772e-16
4,14.0,[0.04309367 0.04309367 0.04522247 ... 0.99759624 0.99759624 0.99759624],0.9975962398889069,7.074133422190872e-17
4,14.5,[0.04309367 0.04309367 0.04528051 ... 0.99776043 0.99776043 0.99776043],0.9977604324243708,2.892551810426281e-16
5,1.0,[0.01564523 0.01564523 0.01390777 ... 0.08406654 0.08604841 0.08770478],0.045603467892738295,0.027036086596733053
5,1.5,[0.01564523 0.01564523 0.01392762 ... 0.05028762 0.05539108 0.06021781],0.05994662229410004,0.02530990922283958
5,2.0,[0.01564523 0.01564523 0.01394749 ... 0.1981212  0.19753372 0.19662054],0.1515396971359909,0.03681766474042993
5,2.5,[0.01564523 0.01564523 0.01396736 ... 0.80806258 0.80593267 0.80364082],0.8115928364774905,0.009331747841839084
5,3.0,[0.01564523 0.01564523 0.01398724 ... 0.8813362  0.87958611 0.87787111],0.8866126127675902,0.006412204712147123
5,3.5,[0.01564523 0.01564523 0.01400714 ... 0.91316632 0.91271791 0.91310892],0.9215690510151813,0.005174634109715755
5,4.0,[0.01564523 0.01564523 0.01402704 ... 0.95027171 0.95165132 0.95295254],0.9481512407088383,0.0039194931844678356
5,4.5,[0.01564523 0.01564523 0.01404695 ... 0.96554427 0.96582282 0.96648256],0.9648826922526534,0.0026499159963456684
5,5.0,[0.01564523 0.01564523 0.01406687 ... 0.97177805 0.97127979 0.97086344],0.9721944672182161,0.002300839868818677
5,5.5,[0.01564523 0.01564523 0.01408681 ... 0.9832666  0.98339114 0.98309924],0.9808982008971118,0.0013285857917586716
5,6.0,[0.01564523 0.01564523 0.01410675 ... 0.98346664 0.98421361 0.98505362],0.983558504240496,0.0013220070523793164
5,6.5,[0.01564523 0.01564523 0.0141267  ... 0.98429508 0.98436872 0.98453148],0.9855408849603534,0.0013314839693341861
5,7.0,[0.01564523 0.01564523 0.01414666 ... 0.98654687 0.98646226 0.98639767],0.9867352554272881,0.0010502427886164198
5,7.5,[0.01564523 0.01564523 0.01416663 ... 0.99119004 0.99119004 0.99119004],0.9911900366392726,1.6142199904468272e-16
5,8.0,[0.01564523 0.01564523 0.01418661 ... 0.9922872  0.9922872  0.9922872 ],0.9922871997748212,2.1835013386598806e-16
5,8.5,[0.01564523 0.01564523 0.0142066  ... 0.99318985 0.99318985 0.99318985],0.993189854225583,9.459725626888368e-17
5,9.0,[0.01564523 0.01564523 0.0142266  ... 0.99394174 0.99394174 0.99394174],0.9939417384862672,1.559853472138027e-16
5,9.5,[0.01564523 0.01564523 0.01424661 ... 0.99457487 0.99457487 0.99457487],0.9945748699351278,1.6157464399514504e-16
5,10.0,[0.01564523 0.01564523 0.01426663 ... 0.99511315 0.99511315 0.99511315],0.9951131456361718,1.3488181725740348e-16
5,10.5,[0.01564523 0.01564523 0.01428666 ... 0.99557471 0.99557471 0.99557471],0.9955747079811151,1.0741085019148344e-16
5,11.0,[0.01564523 0.01564523 0.0143067  ... 0.99597354 0.99597354 0.99597354],0.9959735393934348,1.0555880013644903e-16
5,11.5,[0.01564523 0.01564523 0.01432675 ... 0.99632056 0.99632056 0.99632056],0.9963205618430261,8.322971118520123e-17
5,12.0,[0.01564523 0.01564523 0.01434681 ... 0.99662441 0.99662441 0.99662441],0.99662441020512,2.336749147496729e-16
5,12.5,[0.01564523 0.01564523 0.01436687 ... 0.99689199 0.99689199 0.99689199],0.996891985974738,8.895651159694986e-17
5,13.0,[0.01564523 0.01564523 0.01438695 ... 0.99712886 0.99712886 0.99712886],0.9971288601062053,2.277987190955421e-16
5,13.5,[0.01564523 0.01564523 0.01440704 ... 0.99733957 0.99733957 0.99733957],0.9973395703545053,7.627482662061554e-17
5,14.0,[0.01564523 0.01564523 0.01442714 ... 0.99752784 0.99752784 0.99752784],0.9975278436504399,1.6324431829162478e-16
5,14.5,[0.01564523 0.01564523 0.01444724 ... 0.99769676 0.99769676 0.99769676],0.9976967644194396,1.465326167240059e-16
6,1.0,[0.04512244 0.04512244 0.042479   ... 0.06460324 0.06335953 0.06209137],0.049039935058893376,0.02348263341867467
6,1.5,[0.04512244 0.04512244 0.04253621 ... 0.03952692 0.0374463  0.03567192],0.052984947581698576,0.027325584794989703
6,2.0,[0.04512244 0.04512244 0.04259344 ... 0.04243191 0.04831747 0.05354427],0.050742131144607135,0.026895883492622775
6,2.5,[0.04512244 0.04512244 0.04265071 ... 0.81804211 0.81668517 0.81533184],0.8091003127730746,0.008523920076306644
6,3.0,[0.04512244 0.04512244 0.042708   ... 0.89402408 0.89414341 0.89459292],0.8933629012869487,0.006113403288430785
6,3.5,[0.04512244 0.04512244 0.04276532 ... 0.93027973 0.92982535 0.92925034],0.9325489797673504,0.004805574447678724
6,4.0,[0.04512244 0.04512244 0.04282266 ... 0.94333447 0.94400392 0.94522809],0.9489863990523467,0.003752728694705182
6,4.5,[0.04512244 0.04512244 0.04288003 ... 0.95600953 0.95598323 0.95623712],0.9602066419077423,0.0032893803062803125
6,5.0,[0.04512244 0.04512244 0.04293743 ... 0.97241555 0.9723016  0.97230288],0.975058684632474,0.0019057167177771793
6,5.5,[0.04512244 0.04512244 0.04299485 ... 0.97968686 0.97975016 0.97994136],0.9812232008941572,0.0013644912860865794
6,6.0,[0.04512244 0.04512244 0.04305231 ... 0.98471356 0.98556705 0.98618332],0.983922725140221,0.0013578408462776514
6,6.5,[0.04512244 0.04512244 0.04310978 ... 0.98489605 0.98533319 0.98599492],0.9859456346915217,0.0013438025118090605
6,7.0,[0.04512244 0.04512244 0.04316729 ... 0.98678498 0.98657323 0.98641747],0.9875207281558546,0.0013349943007647063
6,7.5,[0.04512244 0.04512244 0.04322482 ... 0.98964851 0.98902794 0.98856559],0.9887607320418292,0.0013387574058445861
6,8.0,[0.04512244 0.04512244 0.04328238 ... 0.98902637 0.98888329 0.98877307],0.9897155167944023,0.0013371265645458002
6,8.5,[0.04512244 0.04512244 0.04333996 ... 0.99097194 0.99189727 0.9928162 ],0.9903495731011455,0.0012462511432724053
6,9.0,[0.04512244 0.04512244 0.04339757 ... 0.99396419 0.99396419 0.99396419],0.9939641885454505,1.5254965324123108e-16
6,9.5,[0.04512244 0.04512244 0.04345521 ... 0.99459526 0.99459526 0.99459526],0.9945952568469618,1.7846640873928727e-16
6,10.0,[0.04512244 0.04512244 0.04351288 ... 0.99513172 0.99513172 0.99513172],0.9951317205362642,1.4526537514033435e-16
6,10.5,[0.04512244 0.04512244 0.04357057 ... 0.99559169 0.99559169 0.99559169],0.9955916883052396,8.097781347165198e-17
6,11.0,[0.04512244 0.04512244 0.04362829 ... 0.99598911 0.99598911 0.99598911],0.9959891125003199,9.678699938266252e-17
6,11.5,[0.04512244 0.04512244 0.04368603 ... 0.99633489 0.99633489 0.99633489],0.9963348890022382,2.1863220365658781e-16
6,12.0,[0.04512244 0.04512244 0.04374381 ... 0.99663763 0.99663763 0.99663763],0.9966376303720089,1.8343894894033214e-16
6,12.5,[0.04512244 0.04512244 0.0438016  ... 0.99690422 0.99690422 0.99690422],0.9969042191441766,1.0271813183333813e-16
6,13.0,[0.04512244 0.04512244 0.04385943 ... 0.99714021 0.99714021 0.99714021],0.9971402102008428,2.603230342077753e-16
6,13.5,[0.04512244 0.04512244 0.04391728 ... 0.99735013 0.99735013 0.99735013],0.9973501276724709,7.414428119052018e-17
6,14.0,[0.04512244 0.04512244 0.04397516 ... 0.99753769 0.99753769 0.99753769],0.9975376869228748,9.754811463697519e-17
6,14.5,[0.04512244 0.04512244 0.04403307 ... 0.99770596 0.99770596 0.99770596],0.997705962533808,7.229248575812843e-17
7,1.0,[0.01983233 0.01983233 0.02019863 ... 0.08796521 0.08609723 0.08347781],0.042457589671221624,0.02752737154634286
7,1.5,[0.01983233 0.01983233 0.02022472 ... 0.11068021 0.11008628 0.10890732],0.05547587999422537,0.02909859822928459
7,2.0,[0.01983233 0.01983233 0.02025083 ... 0.07454159 0.07536509 0.07699372],0.08156793948659664,0.03450379017783896
7,2.5,[0.01983233 0.01983233 0.02027695 ... 0.80684792 0.80802059 0.80892102],0.8022900892484404,0.010179827001602337
7,3.0,[0.01983233 0.01983233 0.02030309 ... 0.89964453 0.89897865 0.89795778],0.8898027194643401,0.0071703839273947086
7,3.5,[0.01983233 0.01983233 0.02032923 ... 0.91923094 0.91844559 0.91786137],0.9265712227116432,0.007183287017748329
7,4.0,[0.01983233 0.01983233 0.02035539 ... 0.9496788  0.94949254 0.94980471],0.9539437343195327,0.003938769600312184
7,4.5,[0.01983233 0.01983233 0.02038156 ... 0.96102455 0.96158011 0.96205961],0.9603087148969586,0.0035639754157380274
7,5.0,[0.01983233 0.01983233 0.02040775 ... 0.96962961 0.97019536 0.97091475],0.9719619287356579,0.0020447845253369445
7,5.5,[0.01983233 0.01983233 0.02043395 ... 0.97739253 0.97701918 0.97673013],0.9780223609507384,0.0017773662491182736
7,6.0,[0.01983233 0.01983233 0.02046015 ... 0.98607639 0.98607639 0.98607639],0.9860763860790693,7.739775512908664e-17
7,6.5,[0.01983233 0.01983233 0.02048638 ... 0.98822825 0.98822825 0.98822825],0.9882282543467159,7.314002333558547e-17
7,7.0,[0.01983233 0.01983233 0.02051261 ... 0.98991121 0.98991121 0.98991121],0.9899112132405784,1.69395440987691e-16
7,7.5,[0.01983233 0.01983233 0.02053886 ... 0.99125374 0.99125374 0.99125374],0.9912537401851172,1.7349344055277489e-16
7,8.0,[0.01983233 0.01983233 0.02056512 ... 0.9923427  0.9923427  0.9923427 ],0.9923426961342553,2.0265752114853504e-16
7,8.5,[0.01983233 0.01983233 0.02059139 ... 0.99323867 0.99323867 0.99323867],0.9932386651683481,2.1630837348776228e-16
