level_0,level_1,rs,r_mean,r_std
0,1.0,[0.03193045 0.03193045 0.03308556 ... 0.02455649 0.024838   0.02588293],0.0380216630332674,0.0198692834518445
0,1.5,[0.03193045 0.03193045 0.03310535 ... 0.0224565  0.02246698 0.0232074 ],0.0396657394720969,0.019006253278975
0,2.0,[0.03193045 0.03193045 0.02867707 ... 0.0920861  0.0904838  0.08836996],0.043086622362836,0.0205881205349496
0,2.5,[0.03193045 0.03193045 0.02869594 ... 0.08783795 0.09013177 0.09245771],0.0665888585215807,0.0358847275303738
0,3.0,[0.03193045 0.03193045 0.03316476 ... 0.74445901 0.74385991 0.74311971],0.7372353828238861,0.0118357475462752
0,3.5,[0.03193045 0.03193045 0.03318457 ... 0.78500699 0.77950018 0.77410554],0.786247782316762,0.015353627358692
0,4.0,[0.03193045 0.03193045 0.03320438 ... 0.87064643 0.87075681 0.87005641],0.8496597802837568,0.0094789954117844
0,4.5,[0.03193045 0.03193045 0.0332242  ... 0.86308598 0.86123784 0.86008159],0.874246938241493,0.0104189907620311
0,5.0,[0.03193045 0.03193045 0.03324402 ... 0.87837014 0.87763609 0.87693059],0.8879275482824619,0.0093405823612448
0,5.5,[0.03193045 0.03193045 0.03326385 ... 0.9324822  0.93181948 0.93124259],0.928830988141739,0.0069228662926558
0,6.0,[0.03193045 0.03193045 0.03328368 ... 0.94163499 0.94137286 0.94033928],0.9405743032273784,0.0069340734369594
0,6.5,[0.03193045 0.03193045 0.03330352 ... 0.95335089 0.95286785 0.95188347],0.9519129207052552,0.0072784697385991
0,7.0,[0.03193045 0.03193045 0.03332336 ... 0.96949799 0.96738964 0.96554514],0.9693766484779512,0.0038442119264354
0,7.5,[0.03193045 0.03193045 0.0333432  ... 0.97463197 0.97439278 0.97427985],0.9727954617644003,0.0044613057552411
0,8.0,[0.03193045 0.03193045 0.03336305 ... 0.97520039 0.97506687 0.9749301 ],0.9761374250204736,0.0037937409272173
0,8.5,[0.03193045 0.03193045 0.0333829  ... 0.98081349 0.9801545  0.97976611],0.9794236843222208,0.0031974309680405
0,9.0,[0.03193045 0.03193045 0.03340276 ... 0.98325596 0.98291197 0.98264453],0.985399519507811,0.0027047065017673
0,9.5,[0.03193045 0.03193045 0.03342262 ... 0.99049211 0.99047314 0.99045687],0.9913752256480268,0.0012672514524611
0,10.0,[0.03193045 0.03193045 0.03344249 ... 0.99493049 0.99493049 0.99493049],0.9949304927936656,1.889989626017533e-16
0,10.5,[0.03193045 0.03193045 0.03346235 ... 0.99540944 0.99540944 0.99540944],0.9954094441552646,1.1864331745841158e-16
0,11.0,[0.03193045 0.03193045 0.03348223 ... 0.99582328 0.99582328 0.99582328],0.9958232790544416,8.95090418262362e-17
0,11.5,[0.03193045 0.03193045 0.03350211 ... 0.99618334 0.99618334 0.99618334],0.9961833390459714,1.2648749042499676e-16
0,12.0,[0.03193045 0.03193045 0.03352199 ... 0.99649859 0.99649859 0.99649859],0.996498589804832,1.831699767297609e-16
0,12.5,[0.03193045 0.03193045 0.03354188 ... 0.9967762  0.9967762  0.9967762 ],0.9967761965569032,1.5794849200804194e-16
0,13.0,[0.03193045 0.03193045 0.03356177 ... 0.99702194 0.99702194 0.99702194],0.99702194266068,1.3257755105769482e-16
0,13.5,[0.03193045 0.03193045 0.03358166 ... 0.99724054 0.99724054 0.99724054],0.9972405385288344,7.92857827008092e-17
0,14.0,[0.03193045 0.03193045 0.03360156 ... 0.99743585 0.99743585 0.99743585],0.997435852636654,1.8073121439532111e-16
0,14.5,[0.03193045 0.03193045 0.03362146 ... 0.99761109 0.99761109 0.99761109],0.997611086356385,9.576276950461625e-17
1,1.0,[0.05397133 0.05397133 0.05535781 ... 0.07146186 0.06897208 0.06588638],0.0451844967083076,0.0230699639736094
1,1.5,[0.05397133 0.05397133 0.0553914  ... 0.05509593 0.05632912 0.05735166],0.0466032099911197,0.0240862883311649
1,2.0,[0.05397133 0.05397133 0.05471574 ... 0.02299398 0.02366721 0.02486695],0.0599081111744269,0.0272098856170694
1,2.5,[0.05397133 0.05397133 0.05474911 ... 0.67577551 0.67379533 0.67126115],0.0476385040810178,0.0205983109607016
1,3.0,[0.05397133 0.05397133 0.05549221 ... 0.74356665 0.7431253  0.74290666],0.7482491601534835,0.0171249687360807
1,3.5,[0.05397133 0.05397133 0.05552583 ... 0.79393056 0.79587023 0.79821732],0.8075310478099407,0.0138589005566894
1,4.0,[0.05397133 0.05397133 0.05555946 ... 0.83469466 0.83489545 0.83546057],0.8399310638761105,0.0102135460010914
1,4.5,[0.05397133 0.05397133 0.05559309 ... 0.87130717 0.86990833 0.8687798 ],0.8773408461104538,0.0126587498647645
1,5.0,[0.05397133 0.05397133 0.05562673 ... 0.90398055 0.90257608 0.90146876],0.901232652403676,0.0110592482184864
1,5.5,[0.05397133 0.05397133 0.05566038 ... 0.90879931 0.90783433 0.90763515],0.9200700748101946,0.0092750536695603
1,6.0,[0.05397133 0.05397133 0.05569404 ... 0.94441182 0.94427572 0.94457905],0.951036398401163,0.0052087395812919
1,6.5,[0.05397133 0.05397133 0.0557277  ... 0.95957428 0.95892984 0.95817683],0.9633560145800284,0.0044697191653528
1,7.0,[0.05397133 0.05397133 0.05576137 ... 0.96260569 0.96217706 0.9620699 ],0.9668434061602044,0.0035797122017908
1,7.5,[0.05397133 0.05397133 0.05579504 ... 0.96872789 0.96836969 0.96805337],0.9730220164362248,0.0038140102698339
1,8.0,[0.05397133 0.05397133 0.05582873 ... 0.98293509 0.98228332 0.98152594],0.9820412833935522,0.0030925109957266
1,8.5,[0.05397133 0.05397133 0.05586242 ... 0.98161115 0.98148788 0.98143657],0.9854615031630816,0.002803499100626
1,9.0,[0.05397133 0.05397133 0.05589611 ... 0.98925899 0.98998238 0.99028448],0.9860586993109468,0.0028828752417068
